Species,Total_Odisha_km2,Suitable_Habitat_km2,Unsuitable_Habitat_km2,Percentage_Suitable,Suitable_Pixels,Unsuitable_Pixels,Total_Pixels
Great Egret,155929.65,51461.4,104468.25,33.0,64766,131477,196243
