Variable,Minimum,Maximum,Mean,Std_Dev
wc2.1_30s_bio_12,1179.0,1948.0,1469.5107033639144,117.17358672057402
wc2.1_30s_elev,1.0,1248.0,161.42813455657492,235.32103160932107
distance_to_water,0.0,54.94998,8.530995603058104,10.39863120185922
ndvi,-0.0218503471585206,0.7757569152451603,0.49521514593496807,0.11863037803673118
